date_local,ride_id,ride_name,land,samples,open_samples,pct_open,avg_wait_open,median_wait_open,p90_wait_open,max_wait,first_open_local,last_open_local
2026-08-18,6371,WONDER WOMAN™ Lasso of Truth,Thrill Rides,104,0,0.0,,,,,,
2026-08-19,3231,Air Jumbo,Family Rides,103,60,58.3,0.0,0.0,0.0,0,11:25,19:40
2026-08-19,3232,Air Safari,Kids' Rides,103,57,55.3,0.0,0.0,0.0,0,11:25,19:25
2026-08-19,10461,Barnstormer,Kids' Rides,103,53,51.5,0.0,0.0,0.0,0,11:25,19:40
2026-08-19,17425,Barrels O’ Fun,Family Rides,103,60,58.3,33.0,35.0,60.0,60,11:25,19:40
2026-08-19,3233,BATMAN™ The Ride,Thrill Rides,103,60,58.3,26.0,20.0,60.0,60,11:25,19:40
2026-08-19,3270,Buccaneer,Family Rides,103,60,58.3,3.1,5.0,5.0,5,11:25,19:40
2026-08-19,3275,Bugaboo,Kids' Rides,103,60,58.3,0.0,0.0,0.0,0,11:25,19:40
2026-08-19,3277,Bugs Bunny Camp Carousel,Kids' Rides,103,60,58.3,0.0,0.0,0.0,0,11:25,19:40
2026-08-19,3279,Bugs Bunny Ranger Pilots,Kids' Rides,103,58,56.3,0.0,0.0,0.0,0,11:25,19:40
2026-08-19,3237,Carousel,Family Rides,103,57,55.3,0.0,0.0,0.0,0,11:25,19:40
2026-08-19,3240,Daffy Duck Hot Air Balloons,Kids' Rides,103,52,50.5,0.0,0.0,0.0,0,11:25,19:40
2026-08-19,3243,El Toro,Thrill Rides,103,0,0.0,,,,,,
2026-08-19,3244,Enchanted Teacups,Family Rides,103,60,58.3,0.0,0.0,0.0,0,11:25,19:40
2026-08-19,3245,Fender Benders,Family Rides,103,60,58.3,0.0,0.0,0.0,0,11:25,19:40
2026-08-19,17426,Flying Scooters,Family Rides,103,60,58.3,0.0,0.0,0.0,0,11:25,19:40
2026-08-19,15604,Giant Wheel,Family Rides,103,60,58.3,0.0,0.0,0.0,0,11:25,19:40
2026-08-19,3236,HARLEY QUINN™ Crazy Train,Family Rides,103,60,58.3,11.0,15.0,15.0,15,11:25,19:40
2026-08-19,3249,Houdini’s Great Escape,Family Rides,103,60,58.3,0.0,0.0,0.0,0,11:25,19:40
2026-08-19,17427,Hypno Twister,Family Rides,103,0,0.0,,,,,,
2026-08-19,8539,Jersey Devil Coaster,Thrill Rides,103,41,39.8,7.8,0.0,40.0,40,11:25,19:40
2026-08-19,3250,Jolly Roger,Family Rides,103,60,58.3,0.0,0.0,0.0,0,11:25,19:40
2026-08-19,3916,JUSTICE LEAGUE™: Battle for METROPOLIS,Thrill Rides,103,60,58.3,15.5,30.0,30.0,30,11:25,19:40
2026-08-19,10077,Lil' Devil Coaster,Kids' Rides,103,54,52.4,0.0,0.0,0.0,0,11:25,19:25
